Number ,Company name,Primary UK SIC (2007) code,"Turnover
th GBP 2012","Turnover
th GBP 2013","Turnover
th GBP 2014","Turnover
th GBP 2015","Turnover
th GBP 2016","Turnover
th GBP 2017","Turnover
th GBP 2018","Turnover
th GBP 2019","Turnover
th GBP 2020","Turnover
th GBP 2021"
8565,DES GROUP LIMITED,33200,"11,464","11,488","10,218","12,849","14,429","15,016","13,389","15,505","12,504","12,051"
8566,HAZELWICK SCHOOL,85310,"33,917","9,848","9,846","9,968","10,044","10,047","9,289","13,693","10,302","10,822"
8567,FIVES STEIN LIMITED,71121,"14,743","11,845","12,353","13,390","8,492","10,705","13,365","15,244","10,059","12,046"
8568,POWER CONTROL LTD,62090,"7,698","8,828","8,978","9,333","8,045","9,588","9,404","9,736","10,405","12,046"
8569,EUROBASE SYSTEMS LIMITED,62020,"19,197","19,473","19,836","21,122","15,710","12,211","13,241","17,262","18,066","10,814"
8570,EUROBASE INTERNATIONAL LIMITED,78109,"19,197","19,473","19,836","21,122","15,710","12,211","13,241","17,262","18,066","10,814"
8571,BIOCARE LIMITED,10890,"9,699","7,740","7,053","7,482","5,867","8,770","8,942","9,150","10,910","12,041"
8572,ZEON LIMITED,46480,"8,838","8,870","8,222","6,800","7,676","9,361","9,375","7,154","8,013","9,786"
8573,MERCHANTS QUAY IRELAND COMPANY LIMITED BY GUARANTEE,86900,"4,658","5,104","4,908","4,407","5,473","5,426","11,097","10,338","15,993","12,039"
8574,FACILITY MANAGEMENT UK LIMITED,35110,"9,066","9,008","10,624","12,137","11,945","12,442","12,742","12,320","12,438","12,038"
8575,BC HOLDINGS (UK) LIMITED,77291,"37,140","32,382","28,812","25,666","22,574","19,758","17,396","15,298","13,688","12,038"
8576,PACKAGING AUTOMATION LIMITED,28930,"6,323","6,366","7,629","7,663","8,592","9,380","12,086","10,884","12,116","12,037"
8577,COSTAIN INTEGRATED TECHNOLOGY SOLUTIONS LIMITED,26309,"6,638","9,642","11,762","15,067","14,696","18,436","13,597","13,877","19,988","12,034"
8578,EATON HOUSE SCHOOL LIMITED,85310,"5,897","6,817","7,444","8,430","9,425","10,033","10,538","11,377","11,404","12,029"
8579,HODGSON SAYERS LIMITED,41201,"8,452","11,337","15,014","16,848","12,054","11,965","12,610","10,966","8,585","11,524"
8580,RASHMIAN LIMITED,46900,"12,706","12,034","13,172","14,098","14,594","18,366","19,245","17,961","14,660","16,177"
8581,KILDARE RETAIL SERVICES LIMITED,82990,"5,276","6,006","6,332","7,719","10,723","12,036","14,033","14,281","9,641","12,026"
8582,NIKON OPTICAL U.K. LIMITED,32500,"16,419","14,739","13,668","12,195","11,266","11,187","11,058","11,448","9,260","11,810"
8583,PFF PACKAGING (SEDGEFIELD) LIMITED,22220,"33,441","35,300","31,439","26,727","30,892","35,210","33,714","23,882","11,726","10,019"
8584,BULLET EXPRESS LIMITED,82990,n.a.,"13,270","10,143","8,737","9,316","11,111","12,326","12,632","13,900","12,022"
8585,RECYCLING LIVES COMPLIANCE SERVICES LIMITED,82990,"1,238","1,339","1,468","1,531","1,553","1,988","3,417",n.a.,"9,040","7,822"
8586,EMERGYA WIND TECHNOLOGIES UK LIMITED,46690,,"24,568","75,547","91,432","68,061","10,068","10,462","10,665","12,504","12,019"
8587,J.BRAND LIMITED,43210,"12,929","9,420","8,637","9,601","8,614","11,248","10,971","9,332","10,945","8,454"
8588,CORINTECH LIMITED,26110,"6,217","6,999","7,007","7,092","7,446","8,536","8,836","11,011","12,228","12,010"
8589,VATAN CATERING LIMITED,46320,"15,638","14,937","14,217","12,707","13,523","13,552","13,245","12,785","11,674","9,258"
8590,PIPERS CORNER SCHOOL,85310,"7,531","7,873","8,245","8,685","9,507","9,569","10,157","10,928","10,501","11,441"
8591,COVENCO LTD,46140,"17,370","12,019","11,085","12,254","14,101","15,607","14,445","12,105","14,477","12,009"
8592,SAGACITY DATA LIMITED,63110,"7,455","6,733","7,509","8,082","8,549","9,046","9,702","10,404","9,455","12,008"
8593,LOCH LOMOND GOLF CLUB LIMITED,93199,"7,830","8,446","9,175","9,572","10,008","12,169","11,511","10,566","6,810","10,004"
8594,ALLAWAY ACOUSTICS LIMITED,43999,"8,267","7,866","8,340","10,227","9,740","11,486","11,610","11,879","10,000","12,006"
8595,THE BIG GROUP LIMITED,62090,,"7,049","7,306","12,016","14,499","11,910","11,586","14,797","12,239","12,002"
8596,ARKEN POP INTERNATIONAL LTD,32990,"10,204","10,494","10,558","12,400","16,927","20,038","23,940","19,369","11,115","12,002"
8597,SIMPSON PRINT LIMITED,17290,"12,697","12,157","11,570","11,484","11,683","10,933","11,611","12,231","14,049","12,001"
8598,L. & R. ROADLINES LIMITED,43999,,,"8,057","10,653","8,663","9,064","9,589","11,789","10,209","9,000"
8599,TUBE DEVELOPMENTS LIMITED,32990,"35,156","30,345","32,822","21,870","15,357","18,073","20,216","22,708","16,868","11,999"
8600,GOLIN LIMITED,70210,"12,144","14,476","17,919","16,791","23,588","20,040","19,094","15,339","12,073","11,996"
8601,SOUTH DOWNS LEARNING TRUST,85310,n.a.,"16,548","6,732","6,801","6,999","7,318","17,972","10,465","10,526","11,469"
8602,TOUCHSTONE FMS LIMITED,62020,"8,060","9,887","10,232","9,689","8,722","10,069","10,150","11,415","11,125","11,826"
8603,THE HIGH SCHOOL OF GLASGOW,85200,"9,299","9,580","9,913","10,380","10,776","11,210","11,699","12,894","11,592","11,322"
8604,H (LINCS) LIMITED,1460,"12,366","13,557","12,030","11,436","11,272","12,984","12,870","13,080","14,837","11,989"
8605,COTEK PAPERS LIMITED,17290,"11,237","11,401","11,794","11,517","11,621","11,613","12,411","12,905","11,876","8,991"
8606,PREMIER GALVANIZING LIMITED,25610,"6,538","6,888","7,819","6,569","9,351","10,836","11,742","10,870","10,033","11,987"
8607,YOUTH SPORT TRUST,85510,"24,275","15,176","17,949","19,290","18,390","13,694","12,289","11,479","11,578","9,510"
8608,DOWGATE GROUP LIMITED,82990,"1,897","1,631","1,843","1,829","1,783","2,185","6,887","4,000","5,751","11,984"
8609,JOHN FLOWERS LIMITED,43910,"7,629","8,002","11,854","16,167","17,213","11,662","9,929","12,651","10,520","9,379"
8610,RYDE SCHOOL,85310,"7,984","8,230","8,410","8,649","8,611","8,947","9,192","9,869","8,669","9,537"
8611,OVE ARUP & PARTNERS JAPAN LIMITED,71122,"7,192","6,742","7,179","7,421","7,421","8,363","9,804","13,702","15,751","14,218"
8612,WIGHTMAN & PARRISH LIMITED,46900,"13,910","14,182","13,912","13,275","12,880","12,783","12,727","10,869","15,492","11,975"
8613,ALL AROUND THE WORLD LIMITED,82990,"6,970","6,331","6,409","9,190","7,902","7,862","8,985","9,504","10,662","11,974"
8614,AVNET LIMITED,82990,394,362,433,487,604,722,755,310,"12,887","15,929"
8615,THE ROYAL HORSEGUARDS HOTEL LIMITED,55100,"19,938","21,299","21,097","22,703","22,515","22,544","22,633","24,496","18,561","2,267"
8616,EUROPEAN SUPPORT LIMITED,82990,"13,697","13,615","15,677","14,764","17,037","13,778","11,539","10,514","9,184","11,970"
8617,BORNO CHEMISTS LIMITED,47730,"12,732","13,310","14,112","14,973","14,387","12,959","12,004","11,755","11,929","11,969"
8618,CADDICK CIVIL ENGINEERING LIMITED,42990,"3,720","4,951","7,890","7,241","8,511","9,300","9,301","10,152","8,296","12,885"
8619,WOGEN GROUP LIMITED,70100,"1,967","1,822","1,646","2,011","2,038","6,357","9,460","9,831","6,140","10,474"
8620,"THE LEPROSY MISSION ENGLAND, WALES, THE CHANNEL ISLANDS AND THE ISLE OF MAN",94910,"6,131","6,573","6,386","8,302","7,728","9,065","7,786","8,063","9,989","11,967"
8621,ALLIANCE SURGICAL PLC,70229,"6,184","3,009","5,550","10,845","14,766","17,600","16,927","21,557","21,095","10,314"
8622,LORNAMEAD UK LIMITED,32990,"29,962","21,185","26,177","23,996","22,634","21,696","20,095","17,578","15,762","11,967"
8623,HUMMERSKNOTT ACADEMY TRUST,85310,"20,163","11,963","9,991","10,583","9,724","9,624","9,554","9,702","9,560","10,237"
8624,GLOBAL LEISURE PARTNERS LLP,66190,"6,216",754,"2,273","6,446","3,671","2,954","1,973","3,282","1,702","4,779"
8625,J.B.KIND LIMITED,46130,"9,098","9,757","10,560","11,230","11,043","10,998","12,009","12,286","10,198","10,166"
8626,TEAM ENERGY RESOURCES LIMITED,9100,"22,128","27,564","28,278","21,971","16,359","11,999","12,862","17,315","13,674","11,961"
8627,HRG (UK) LIMITED,74100,,"8,229","11,169","7,946","13,950","13,224","15,588","13,543","8,655","11,961"
8628,TOPBOND PLC,43999,"6,076","5,923","5,463","9,730","7,377","11,006","12,992","10,373","10,661","10,280"
8629,MANDARA ENERGY LIMITED,66300,"3,771","3,607","10,935","15,320","13,041","11,336","10,120","18,155","15,679","11,957"
8630,CHARLES GORDON ASSOCIATES LIMITED,10840,"8,341",n.a.,"8,970","9,532","11,535","12,012","11,628",n.a.,"10,782","11,950"
8631,NOTE WINDSOR LIMITED,26120,"7,509","7,233","7,453","9,227","11,103","12,574","7,561","15,854","11,403","11,950"
8632,THE VIRGIN FOUNDATION,88990,"10,570","9,525","7,509","12,444","11,658","15,551","10,492","11,537","7,785","11,949"
8633,THE BRITISH MILLERAIN COMPANY LIMITED,13300,"19,477","18,557","16,929","13,898","13,186","13,106","12,451","12,241","9,239","11,944"
8634,FRIENDS OF THE EARTH LIMITED,94990,"1,734","1,827","1,540","1,564","1,603","1,488",30,"11,225","12,728","14,520"
8635,WINDLES GROUP MANUFACTURING LIMITED,18129,"8,113","8,141","8,501","8,788","10,303","10,100","10,171","10,352","10,410","17,916"
8636,HAMLINS LLP,69102,"9,226","9,797","12,879","14,097","13,720","12,782","12,193","12,258","11,590","14,853"
8637,DEVON AIR AMBULANCE TRUST,51102,"5,412","6,315","6,235","6,865","8,167","9,875","8,589","8,933","8,529","11,490"
8638,ARTISAN BISCUITS LIMITED,10720,"5,380","5,740","6,154","6,451","7,189","7,535","7,657","7,546","7,115","9,522"
8639,ALTITUDE GROUP PLC,62090,"4,074","4,201","4,440","4,535","4,323","6,106","6,603",n.a.,"8,308","7,707"
8640,WEATHERBYS LTD,63110,"15,007","15,177","15,378","15,680","15,543","15,619","15,269","14,773","10,445","11,934"
8641,CLASS 98 LIMITED,41201,"9,135","9,112","9,643","10,995","9,779","8,989","9,580","10,458","9,587","9,654"
8642,RUBAX LIFTS LIMITED,28220,"9,507","9,798","8,783","9,109","9,802","11,486","11,244","14,514","11,955","11,933"
8643,PERRYWOOD GARDEN CENTRE & NURSERIES LIMITED,47760,"5,724","6,048","6,858","7,825","8,553","9,210","9,311","10,503","8,794","10,835"
8644,OXFORDSM LIMITED,70229,"8,766","10,145","8,600","9,368","10,405","10,833","10,710","9,345","11,253","11,929"
8645,PENNELL'S HOLDINGS LIMITED,47760,"5,855","5,656","5,832","5,814","6,659","7,061","7,391","9,180","9,952","8,254"
8646,ASKEW & BARRETT (PULSES) LIMITED,46110,"19,347","19,910","25,707","22,217","21,006","15,881","17,667","17,665","13,614","10,873"
8647,CRANFORD COMMUNITY COLLEGE,85310,"33,388","11,260","11,170","11,417","11,517","10,571","10,675","10,338","10,682","11,476"
8648,MIRUS IT SOLUTIONS LIMITED,95110,"7,189","6,834","7,153","7,833","7,352","7,577","8,980",n.a.,"15,857","8,940"
8649,GULLANE (THOMAS) LIMITED,59113,"33,914","20,778","19,162","19,999","26,087","24,573","20,947","17,229","14,204","11,918"
8650,M. FARREN LIMITED,47730,"6,997","6,951","7,670","7,728","8,983","9,400","9,870","10,764","12,177","11,918"
8651,CAWLEY NEA LIMITED,96090,"10,159","6,478","9,177","8,593","9,591","11,284","13,214","9,979","8,299","11,915"
8652,GOLDSCHMIDT & HOWLAND GROUP LIMITED,68310,"10,846","10,922","12,932","10,797","10,696","8,413","9,134","8,264","9,375","9,476"
8653,TRUFLO AIR MOVEMENT LIMITED,25990,"11,871","8,340","8,560","8,185","7,157","8,594","11,719","11,677","9,051","11,908"
8654,BUSHEY ST JAMES TRUST,85310,"18,321","8,621","9,447","8,411","10,449","11,146","13,537","10,598","10,524","11,133"
8655,A & D TRANSPORT (NW) LIMITED,49410,,"7,219","7,589","8,855","8,282","8,368","10,199","11,260","11,068","10,018"
8656,G. O'BRIEN & SONS (NATIONWIDE DEMOLITION CONTRACTORS) LIMITED,38110,"33,863","36,316","35,493","34,767","11,578","14,517","17,058","13,252","9,902","11,904"
8657,ARNOLD MAGNETIC TECHNOLOGIES LIMITED,32990,"8,227","10,403","10,684","9,826","10,908","13,737","13,839","16,508","10,786","11,904"
8658,ROMSEY COACHES LIMITED,49390,"10,121","8,018","8,865","7,031","7,978","8,326","9,686","10,421","1,816","2,317"
8659,GORDIAN STRAPPING LIMITED,33200,"6,962","6,793","7,916","8,462","9,544","9,638","10,510","10,719","10,148","11,903"
8660,STRAPACK UK LIMITED,70100,"10,755","10,489","11,837","12,702","14,058","14,983","16,341","16,006","10,148","11,903"
8661,GWYNEDD TRANSPORT LIMITED,49410,"7,086","8,096","10,141","11,074","11,600","12,292","12,560","11,944","11,083","10,924"
8662,DLP SERVICES (NORTHERN) LIMITED,43910,"15,426","13,723","15,648","15,157","15,890","13,406","11,088","12,501","15,277","9,149"
8663,PENDLETON PROPERTY SERVICES LIMITED,43999,"15,426","13,723","15,648","15,157","15,890","13,406","11,088","12,501","15,277","9,149"
8664,EBIX EUROPE LIMITED,62090,"1,640","2,968","3,110","5,527","12,685","13,247","11,533","11,503","10,244","11,897"
8665,COTSWOLD ROLLER HIRE LIMITED,43999,"8,255","9,242","10,572","10,968","10,410","9,677","10,053","10,472","9,908","12,210"
8666,J. FLETCHER (ENGINEERS) LIMITED,25110,"15,124","10,849","9,475","8,944","10,042","10,698","15,166","13,270","11,040","11,893"
8667,THE WISLEY GOLF CLUB PLC,93120,"4,832","5,079","5,252","5,942","5,991","6,305","6,587","6,974","6,664","8,182"
8668,BRING CARGO LIMITED,49410,"15,608","16,002","16,725","15,188","12,921","13,277","13,315","11,286","9,807","11,890"
8669,VESTAS IRELAND LIMITED,35,"27,851","45,336","9,338","10,034","11,607","91,439","26,922","32,261","14,940","11,890"
8670,COACTION WEST CORK COMPANY LIMITED BY GUARANTEE,86210,"5,535","5,502","5,424","5,207","6,209","6,998","7,081","7,384","8,206","11,887"
8671,THE UCL ACADEMY,85310,624,"4,108","5,920","7,400","9,047","10,766","11,063","11,165","11,970","11,553"
8672,SHALAM PACKAGING LTD,22290,"10,475","8,450","9,148","8,596","8,054","8,549","9,489","11,915","9,956","11,886"
8673,THE HIBERNIAN FOOTBALL CLUB LIMITED,93120,"6,885","8,034","5,846","5,636","7,012","7,697","9,556","10,823","8,937","8,552"
8674,C & C INDUSTRIAL GROUP LIMITED,32990,"6,224","8,202","10,727","9,550","9,053","9,276","9,336","11,531","11,618","11,882"
8675,ST. CATHERINE'S HOSPICE LIMITED,84120,"8,156","8,765","13,372","10,844","9,679","10,807","10,238","12,439","12,502","12,194"
8676,NEWS UK & IRELAND TRADING LIMITED,82990,"11,959","9,991","9,128","8,944","9,502","10,094","10,911","13,399","11,122","11,014"
8677,SHAFTEC AUTOMOTIVE COMPONENTS LTD,45310,"6,612","7,048","8,245","8,584","12,443","11,222","12,773","12,175","10,125","11,876"
8678,PIRTEK EUROPE LIMITED,70100,865,494,"1,125","1,083",479,"1,001","1,911","7,679","8,858","8,649"
8679,HEAT-PUMPS AND ENGINEERING(KNUTSFORD)LIMITED,46180,"10,853","10,497","10,384","10,921","11,842","13,052","13,183","12,463","12,122","10,002"
8680,TERRY GROUP LIMITED,46180,"10,853","10,497","10,384","10,921","11,842","13,052","13,183","12,463","12,122","10,002"
8681,MISSILES & SPACE BATTERIES LIMITED,27200,"5,063","6,051","7,320","8,444","11,404","10,116","10,431","12,437","12,461","11,871"
8682,LYNDHURST SHOE COMPANY LIMITED,46900,"36,978","30,637","30,673","35,959","28,979","26,494","25,525","21,176","16,631","10,193"
8683,WHITTAKER ENGINEERING (STONEHAVEN) LIMITED,25620,"20,023","10,688","23,133","16,230","10,018","15,333","13,263","13,859","10,618","11,867"
8684,INVICTA MOTORS (MAIDSTONE) LIMITED,45111,"23,977","28,316","29,161","29,867","32,407","33,588","23,962","16,405","13,301","11,865"
8685,ST COLUMBA'S COLLEGE AND PREPARATORY SCHOOL,85200,"9,947","10,057","10,592","10,736","11,327","11,455","11,719","11,982","11,587","11,282"
8686,TWIG RIGHTS LIMITED,59111,,"1,976","3,719","2,777","3,489","2,951","3,016","6,482","17,067","11,861"
8687,SCOTT DIRECT LIMITED,46900,"13,407","17,790","18,451","14,939","13,275","13,592","11,356","10,025","13,367","11,859"
8688,MURRAY HOGG LIMITED,49410,"9,408","10,367","11,069","11,534","10,846","11,073","11,249","11,367","11,524","10,368"
8689,PLACES FOR PEOPLE LEISURE MANAGEMENT LTD.,93110,"40,773","41,271","26,686","20,576","22,669","25,697","21,927","23,764","20,077","36,148"
8690,MARDEN EDWARDS LIMITED,28290,"18,977","18,784","21,673","14,550","16,406","16,567","18,298","24,456","18,494","13,277"
8691,THOMAS HARDY KENDAL LIMITED,11040,"15,453","12,510","11,707","10,134","9,330","11,455","11,791","10,471","11,119","11,847"
8692,NATIONAL HOUSING FEDERATION LIMITED,94110,"14,563","14,382","14,130","13,868","13,221","13,304","14,852","13,448","13,318","12,668"
8693,CANONICAL UK LIMITED,62012,"9,533","13,295","13,629","15,940","16,404","18,467","9,387","11,969","15,651","14,857"
8694,CRANFIELD MANAGEMENT DEVELOPMENT LIMITED,74909,"16,434","16,107","16,642","16,833","15,419","14,374","14,687","13,817","10,293","9,298"
8695,LIBRA GROUP LIMITED,70100,"10,844","11,404","14,148","15,940","19,362","17,759","15,912","13,096","9,396","11,839"
8696,CRABTREE OF GATESHEAD LIMITED,28990,"30,976","19,456","17,024","15,337","7,695","11,505","8,501","12,089","7,502","12,258"
8697,CRABCO LIMITED,28990,"30,976","19,456","17,024","15,337","7,695","11,505","8,501","12,089","7,502","12,258"
8698,PREMIER WASTE RECYCLING LIMITED,38110,"12,000","11,496","11,302","11,467","12,146","11,752","11,071","11,544","10,205","10,894"
8699,SATAIR UK LIMITED,82990,"5,216","5,261","8,096","7,466","10,793","11,403","14,023","14,386","8,638","11,834"
8700,H.V. WOODING LIMITED,24450,"13,142","12,164","10,009","9,668","9,164","10,438","10,329","10,011","9,146","9,567"
8701,D.A.C. MANAGEMENT SERVICES LIMITED,82110,"8,745","12,236","11,211","11,167","11,280","15,493","14,618","15,136","9,909","11,828"
8702,HI-WIRE LIMITED,27320,"18,868","18,032","17,070","15,117","11,065","12,671","12,439","11,108","9,376","11,828"
8703,SWANN GROUP LIMITED,25110,"16,624","16,706","12,986","14,501","15,492","19,172","18,710","13,009","10,977","11,111"
8704,CORAL PRODUCTS (MOULDINGS) LTD,22220,n.a.,"12,168","12,841","9,944","8,934","7,427","9,716","11,158","10,457","7,885"
8705,VIAD SERVICE COMPANIES LIMITED,70100,"25,511","28,837","28,322","32,134","34,182","41,727","38,051","41,688","10,271","11,825"
8706,BLUEBIRD CARE FRANCHISES LIMITED,86900,"2,659","4,186","6,581","7,500","8,575","9,286","9,786","10,293","11,434","11,823"
8707,KINGFIELD ELECTRONICS LIMITED,26120,,"8,269","7,499","7,391","9,517","9,958","12,773","14,826","16,767","13,646"
8708,WATCH IT COME DOWN LIMITED,77320,"13,165","14,127","16,302","16,635","20,511","21,400","18,085","19,381","12,759","11,818"
8709,ARCELORMITTAL MINING UK LIMITED,7100,"20,430","26,555","23,450","22,179","14,615","13,846","17,007","18,566","18,838","11,816"
8710,PEDERSEN CONTRACTING SERVICES LTD,33170,"7,174","7,462","8,277","8,545","9,204","10,869","11,684","11,400","11,770","11,816"
8711,A. MIR & CO. LIMITED,46499,"9,000","9,341","10,388","14,264","16,633","14,814","12,583","12,107",n.a.,"13,374"
8712,VIDEX SECURITY LIMITED,80200,"7,800","7,956","8,961","10,212","10,266","10,175","10,345","10,582","10,178","11,814"
8713,BPP LEARNING MEDIA LIMITED,85590,"23,857","24,415","23,824","21,606","16,505","15,613","14,345","13,588","11,205","11,814"
8714,AGGREKO IRELAND LIMITED,77390,"2,375","2,900","2,647","2,264","3,248","8,800","12,518","8,258","9,652","11,813"
8715,CHISWICK SCHOOL,85310,"25,931","9,181","9,264","8,692","8,547","8,863","13,274","8,434","8,666","9,935"
8716,ESCP EUROPE-BUSINESS SCHOOL,85422,"6,035","7,739","8,025","7,804","7,956","9,047","10,108","11,221","11,366","12,559"
8717,T & S ENTERPRISES (LONDON) LIMITED,46380,"10,437","9,625","10,721","11,633","14,727","16,015","15,052","13,827","7,865","11,808"
8718,ABF INGREDIENTS LIMITED,82990,"2,681","2,478","2,847","2,865","4,327","6,037","7,100","5,972","7,702","10,194"
8719,SCHINDLER LIMITED,4399,,"4,647","4,402","6,072","6,288","8,720","7,234","10,321","12,117","11,805"
8720,THE BECK COMPANY LIMITED,46740,"13,002","10,795","10,396","10,799","9,957","10,248","10,679","11,350","9,873","9,084"
8721,GAS ARC GROUP LIMITED,28490,"8,666","5,578","9,933","8,628","8,265","9,160","10,430","10,835","10,957","11,802"
8722,NSI INDUSTRIAL O&M SOLUTIONS LTD,36000,"16,679","14,868","14,132","17,058","15,495","17,048","16,763","17,155","14,414","11,801"
8723,"THOMAS FAWCETT & SONS,LIMITED",10890,"11,267","11,421","12,764","12,907","11,060","12,364","13,482","13,405","10,544","11,801"
8724,START-RITE SHOES LIMITED,46160,"17,116","17,972","18,585","18,596","17,483","14,655","14,385","13,217","11,285","11,801"
8725,BENTON BROS (TRANSPORT) LIMITED,49410,"12,566","13,121","12,859","13,210","12,763","12,215","12,170","12,997","11,946","11,638"
8726,SHORTS INDUSTRIES LIMITED,46690,"4,256","5,380","5,260","5,923","7,505","7,723","8,366","9,049","8,752","11,797"
8727,HIVE EDUCATION TRUST,85200,"10,355","10,927","11,060","10,235","9,693","9,428","9,858","10,000","9,754","10,540"
8728,ARCUS INFRASTRUCTURE SERVICES LLP,66190,"7,982","6,822","8,046","7,897","9,023","9,411","9,466","10,098","11,493",n.a.
8729,DEREK PARNABY CYCLONES INTERNATIONAL LIMITED,28990,"10,862","11,556","5,744","11,544","5,757","6,550","7,396","6,823","3,402","11,796"
8730,KARDEX SYSTEMS (UK) LIMITED,33200,"10,195","12,270","11,730","10,112","10,734","11,744","14,240","14,714","11,102","11,791"
8731,FLORENSIS FLOWER SEEDS UK LIMITED,1190,"9,905","9,048","9,349","9,499","9,322","10,252","10,296","11,143","9,956","13,146"
8732,UM STORAGE LIMITED,10410,"16,246","17,197","16,908","17,107","16,823","16,222","15,773","15,955","14,290","13,880"
8733,W.J. WATKINS & SON LIMITED,1460,"12,841","10,238","12,686","11,859","9,986","13,611","12,928","13,344","20,374","11,790"
8734,THE BRIT SCHOOL LIMITED,85320,"15,596","9,657","9,435","9,061","8,657","10,091","9,340","9,777","10,635","11,014"
8735,SPRINTLINK UK LIMITED,61900,"17,617",n.a.,"22,929","17,976","15,913","13,705","12,751","12,699","9,685","11,789"
8736,ALLOY BODIES LIMITED,29201,"11,119","9,383","9,967","11,536","12,947","12,148","10,131","10,309","6,483","11,788"
8737,ATPI LIMITED,79110,,"2,842","3,283","4,601","5,971","6,400","7,660","9,689","9,678","11,785"
8738,PURFLEET COMMERCIALS LIMITED,45200,"10,014","9,020","11,162","14,892","12,859","12,309","13,349","12,969","11,142","9,736"
8739,LEAFIELD LOGISTICS & TECHNICAL SERVICES LIMITED,46690,"4,422","4,298","4,469","3,813","4,057","4,929","4,376","13,235","4,976","11,782"
8740,EASYSPACE LIMITED,63110,"7,625","8,487","8,323","8,338","7,899","9,091","10,136","10,362","11,048","11,774"
8741,CPI INNOVATION SERVICES LIMITED,72190,"1,733","3,915","2,417","4,706","3,998","5,793","5,694","6,108","8,047","9,093"
8742,TORMEAD LIMITED,85200,"8,901","8,981","9,381","9,597","9,986","9,946","10,328","11,017","10,122","10,601"
8743,ROYAL MAIL COURIER SERVICES LTD,53202,"4,735","5,169","4,396","4,503","4,274","4,554","4,293","4,158","4,731","9,218"
8744,SWIIS (UK) LIMITED,78109,"7,523","5,792","4,866","6,702","11,238","12,072","10,844","10,405","9,340","9,345"
8745,MARLBOROUGH FINE ART (LONDON) LIMITED,47799,"13,467","11,733","17,778","49,435","22,716","17,845","13,865","11,628","8,317","11,770"
8746,SHIPSERV LIMITED,52220,"2,959","3,304","3,647","3,843","4,789","5,504","6,511","8,210","7,767","11,770"
8747,BLYTH METALS LIMITED,46720,"16,344","9,917","9,948","7,670","7,815","9,486","11,674","12,594","10,721","5,454"
8748,UAV ENGINES LIMITED,32990,"14,956","12,950","8,146","5,574","8,281","9,512","10,973","11,102","12,699","11,763"
8749,ADAM & COMPANY INVESTMENT MANAGEMENT LIMITED,64999,"9,351","9,750","9,526","9,800","10,320","12,127","10,560","10,718","10,701",n.a.
8750,RHI REFRACTORIES UK LIMITED,23200,"25,139","19,048","16,759","15,394","14,361","14,997","13,265","12,003","10,823","11,760"
8751,CROSTHWAITE HOTELS (WESTMORLAND) LIMITED,55100,,"9,367","8,186","9,011","9,567","10,108","10,234","10,326","10,126","3,409"
8752,YORKSHIRE AGRICULTURAL SOCIETY,94990,"6,029","8,810","9,086","9,019","9,627","10,940","11,446","11,907","5,501","10,356"
8753,R.HAMILTON & CO. LIMITED,27900,"9,458","9,949","10,430","11,769","12,135","12,720","12,001","11,879","10,664","11,754"
8754,ABC LEISURE GROUP LIMITED,30120,"8,356","7,798","7,744","7,690","8,873","9,594","9,828","11,022","8,885","11,752"
8755,JOHN HOGARTH LIMITED,10611,"10,209","12,241","10,902","9,139","8,231","8,848","10,054","11,654","10,873","10,007"
8756,PNEURIDE LIMITED,29320,"9,589","10,030","9,540","8,153","10,442","8,765","10,045","8,164","5,656","11,752"
8757,PARK COMMUNICATIONS LIMITED,18129,"13,780","13,022","13,039","13,128","12,980","13,165","14,351","14,289","9,272","11,750"
8758,PARK GROUP HOLDINGS LIMITED,18129,"13,780","13,022","13,039","13,128","12,980","13,165","14,351","14,289","9,272","11,750"
8759,AVERY DENNISON (IRELAND) LIMITED,82990,"5,580","6,441",n.a.,"8,753","11,370","12,117","11,873","11,388",n.a.,"12,436"
8760,ILAPAK LIMITED,28990,"7,285","8,957","9,779","9,136","10,980","12,110","13,145","11,448","10,874","17,010"
8761,HOLSTEIN UK,94990,"8,058","8,491","8,660","7,428","9,566","10,329","10,980","11,243","11,013","11,747"
8762,CLAIRE HOUSE,86900,"4,833","5,723","6,593","6,703","6,701","7,696","8,377","8,306","10,025","9,655"
8763,ST. LEONARDS SCHOOL,85310,"10,939","8,486","14,959","8,425","8,841","9,196","9,563","10,103","10,036","10,382"
8764,WILSON'S SCHOOL,85310,"6,310","6,448","6,960","7,664","6,711","7,367","7,315","7,580","7,731","8,556"
8765,CARAVAN GUARD LIMITED,66220,"6,116","6,065","6,464","7,161","7,791","8,583","8,833","8,773","9,588","12,720"
8766,ONDRA LLP,66190,"23,608","27,431","41,849","30,185","36,403","38,118","14,667","12,892","10,387","7,167"
8767,MARTINDALES LIMITED,43342,"10,456","11,492","11,943","11,668","11,378","14,019","14,450","13,884","13,262","11,738"
8768,CARRIER FIRE & SECURITY UK LIMITED,26110,"7,243","8,231","9,042","11,366","11,667","13,384","11,691","11,537","9,020","11,737"
8769,CNC GROUP HOLDINGS LIMITED,43110,"15,341","17,460","19,621","33,114","32,375","32,856","21,008","23,611","25,829","6,723"
8770,BSN CAPITAL PARTNERS LIMITED,64929,"2,832","2,464","2,619","2,148","4,812","6,409","7,297","7,551","7,458","9,990"
8771,GCM UK LIMITED,70100,"1,137","1,748","4,745","4,730","5,645","6,617","8,137","9,266","11,156","11,734"
