Number,Company name,Primary UK SIC (2007) code,"Turnover
th GBP 2012","Turnover
th GBP 2013","Turnover
th GBP 2014","Turnover
th GBP 2015","Turnover
th GBP 2016","Turnover
th GBP 2017","Turnover
th GBP 2018","Turnover
th GBP 2019","Turnover
th GBP 2020","Turnover
th GBP 2021"
2380,GLOBAL TEA & COMMODITIES LTD,46370,"100,611","90,534","99,542","127,049","138,699","166,889","169,657","145,423","141,720","161,175"
2381,MEDACS HEALTHCARE LIMITED,78200,"174,408","159,016",n.a.,"155,568","114,605","98,003",n.a.,"90,713","89,630","160,891"
2382,CYGNET HEALTH CARE LIMITED,86101,"81,373","90,635","117,847","113,387","117,755","120,902","133,902","140,370","148,328","160,787"
2383,LEIDOS INNOVATIONS UK LTD,62090,"59,227","55,170","58,609","65,181","85,384","123,435","130,239","120,058","169,586","160,736"
2384,STATESIDE FOODS LIMITED,10890,"94,365","100,560","110,831","118,492","125,709","215,179","230,485","251,767","159,272","147,866"
2385,DYER AND BUTLER LIMITED,42990,"61,804","91,635","108,027","113,105","106,432",n.a.,"158,967","138,862","171,679","167,630"
2386,EUROMONITOR INTERNATIONAL LIMITED,58190,"64,833","74,228","88,295","88,356","102,018","122,484","137,395","140,730","151,129","148,120"
2387,ONE GROUP CONSTRUCTION LIMITED,42990,n.a.,"49,631","121,288","127,428","135,518","162,604","157,099","122,496","135,815","160,434"
2388,NETAPP UK LTD,46510,"233,825","214,073","182,803","160,573","68,877","66,131","138,334","173,437","137,745","149,361"
2389,ROLLS-ROYCE POWER ENGINEERING LIMITED,33140,"1,043,000","1,161,800","903,400","718,700","730,300","785,200","525,500","149,200","153,951","159,816"
2390,MAYER BROWN INTERNATIONAL LLP,69102,"105,832","95,776","101,263","108,629","105,447","111,372","104,442","111,739","122,854","135,240"
2391,LANDIS + GYR LIMITED,26110,"176,461","166,749","160,117","158,340","192,589","242,630","223,291","233,586","251,717","123,550"
2392,NEWCROSS HEALTHCARE SOLUTIONS LIMITED,78200,"22,855","31,929","45,440","67,575","89,930","105,738","116,172","128,299","134,665","105,156"
2393,THURSDAYS (UK) LIMITED,56101,"147,703","161,783","174,428","190,297",n.a.,"215,988","208,823","214,838","129,088",n.a.
2394,BEACON MEDICAL GROUP SANDYFORD LIMITED,70100,"5,205","63,803","65,931","92,415","78,606","92,240","110,633","122,032","139,161","158,902"
2395,ALUMINIUM INVESTMENT COMPANY LIMITED,82990,"129,166","234,879","210,224","178,082","194,653","211,621","249,209","197,688","149,823","158,808"
2396,CLEAR CHANNEL UK LIMITED,73110,"134,336","136,614","139,896","144,091","124,301","137,010","141,607","155,570","124,307","158,604"
2397,EFG PRIVATE BANK LIMITED,64191,"87,807","104,764","98,260","106,696","97,586","113,820","159,154","160,735","142,974","158,515"
2398,LEONARD CHESHIRE DISABILITY,86900,"158,039","159,922","154,559","162,241","159,117","161,339","175,895","162,011","151,631","153,812"
2399,STORY CONTRACTING LIMITED,41201,"17,337","36,613","52,404","66,088","77,097","104,020","94,935","127,127","149,962","155,602"
2400,AVISON YOUNG (UK) LIMITED,68310,"110,957","112,812","88,167","144,431","140,126","146,012","143,427","134,078","127,448","158,202"
2401,SHELL RESEARCH LIMITED,82990,"200,291","210,604","201,221","188,016","176,916","172,733","156,798","153,942","153,601","158,020"
2402,SENATOR INTERNATIONAL LIMITED,31090,"98,108","107,683","121,159","130,585","139,254","165,080","171,599","180,034","147,310","157,821"
2403,MOTOR PARTS DIRECT LIMITED,45320,"33,132","44,387","59,973","70,738","74,614","78,610","90,358","100,560","115,264","157,744"
2404,TIFFANY & CO. LIMITED,47770,"129,067","125,500","134,118","131,811","134,251","144,180","144,483","149,002","151,747","144,420"
2405,PRUDENTIAL SERVICES LIMITED,82990,"202,708","201,293","223,554","244,254","213,445","220,707","252,904","407,072","221,604","157,498"
2406,SPRINGFIELDS FUELS LIMITED,24460,"175,895","169,954","191,981","185,134","179,075","186,850","124,036","182,826","158,489","157,183"
2407,GREENCORE GROCERY LIMITED,10850,"258,674","213,388","217,054","212,839","211,165","205,502","172,812","144,916","160,530","157,036"
2408,BMT GROUP LIMITED,72190,"155,562","163,283","165,125","171,442","166,745","172,352","175,681","181,261","169,758","169,917"
2409,THORNTON & ROSS LIMITED,21100,"59,069","50,162","80,914","98,628","105,104","98,966","103,097","143,898","178,818","156,993"
2410,GREEN LABEL FOODS LTD.,10130,"97,110","98,350",n.a.,"111,967","100,606","106,805","109,177","110,141","122,156","141,446"
2411,CLIPPER CONTRACTING GROUP LTD,70229,"22,976","45,016","69,138","80,382","78,073","78,114","98,391","93,450","84,508","94,751"
2412,ST.AUSTELL BREWERY COMPANY LIMITED,11050,"106,069","116,562","125,354",n.a.,"153,226","169,307","179,645","189,621",n.a.,"117,626"
2413,NEWTON INVESTMENT MANAGEMENT LIMITED,66300,"189,765","210,347","200,512","202,784","200,046","213,844","190,974","179,742","169,250","175,955"
2414,RECTICEL LIMITED,20160,"100,797","110,208","120,444","105,612","121,248","133,881","140,145","116,489","117,011","156,503"
2415,FIRSTSOURCE SOLUTIONS UK LIMITED,82990,"55,893","80,410","91,350","87,242","101,607","127,672","157,322","168,267","156,045","150,236"
2416,ANGLO AMERICAN SERVICES (UK) LTD.,82990,"70,782","70,506","64,088","54,398","58,518","92,297","107,576","165,013","210,173","156,425"
2417,LGC LIMITED,74909,"86,319","96,073","98,332","98,648","103,209","108,139","131,054","127,192","132,977","139,742"
2418,LAWSONS HOLDINGS LIMITED,46130,"58,479","59,800","69,787","76,733","84,380","91,521","95,101","97,464","106,283","156,243"
2419,THURLOW NUNN LIMITED,45200,"74,447","83,378","101,688","149,551","82,851","78,715","105,833","147,926","113,595","156,028"
2420,HITACHI VANTARA LIMITED,62090,"675,312","700,004","649,245","615,380","578,517","774,238","719,876","676,963","169,470","133,795"
2421,SALLY SALON SERVICES LIMITED,47789,"130,995","133,270","137,764","142,877","148,064","151,160","149,948","151,891","136,959","131,340"
2422,SANCTUARY CARE LIMITED,87300,"64,845","77,010","89,599","86,993","90,009","104,183","112,291","113,520","118,845","135,193"
2423,VALEO CONFECTIONERY LIMITED,10822,"169,074","169,743","158,398","151,879","139,258","120,141",n.a.,"152,560","147,993","150,080"
2424,DIEBOLD NIXDORF (UK) LIMITED,27900,"140,444","151,825","170,005","143,951","175,195","236,002","194,771","201,217","143,657","155,772"
2425,DHL AVIATION (UK) LIMITED,51102,"56,570","60,743","67,268","83,849","93,855","107,253","125,926","138,596","134,873","155,673"
2426,INSPOP.COM LIMITED,62090,"83,883","88,922","83,783","78,398","89,692","92,110","101,318","117,807","138,092","155,623"
2427,TRUSTEES OF THE LONDON CLINIC LIMITED,86101,"131,173","136,654","144,700","141,793","144,374","136,341","147,143","156,772","153,412","155,572"
2428,ICS UMBRELLA LTD,96090,,"12,078","12,063","21,084","26,672","19,563","40,495","47,768","45,615","91,659"
2429,VPK PACKAGING LTD,17211,"79,140","81,098","89,624","92,774","102,296","108,764","127,300","132,421","121,164","155,168"
2430,SOTHEBY'S,96090,"144,855","149,145","174,371","179,996","144,078","181,530","175,389","162,535","137,328","154,807"
2431,KOHLER MIRA LIMITED,28140,"125,210","125,975","129,468","133,084","131,164","137,656","136,408","135,800","131,505","154,771"
2432,KYOCERA AVX COMPONENTS LIMITED,26110,"352,660","302,106","315,563","341,831","244,649","209,557","204,193","252,065","197,679","154,626"
2433,AGA RANGEMASTER LIMITED,28210,"147,915","151,620","162,302",n.a.,"142,956","138,942","130,062","126,239",n.a.,"114,286"
2434,MERKUR SLOTS UK LIMITED,92000,"17,529","38,695","39,122","60,578","76,567","82,112","85,605","98,994","63,483","85,672"
2435,SUIR ENGINEERING LIMITED,25620,"66,694","107,989","68,434",n.a.,"55,521","128,353","108,304","125,433","143,423","154,471"
2436,FRESENIUS KABI LIMITED,21200,"101,334","103,510","106,840","107,048","113,690","121,048","128,245","132,494","141,147","151,663"
2437,BAKKAFROST SCOTLAND LIMITED,3210,"82,436","85,338","130,584","100,360","109,921","150,946","180,105","200,277","180,601","154,346"
2438,CUBIC TRANSPORTATION SYSTEMS LIMITED,27900,"149,954","159,162","146,502","143,585","135,449","167,005","185,329","180,305","153,955","154,227"
2439,RANDALL PARKER FOOD GROUP LIMITED,96090,"291,899","184,224","188,780","186,113","186,280","186,539","185,889","159,455","150,581","153,973"
2440,CUSHMAN & WAKEFIELD DEBENHAM TIE LEUNG LIMITED,68310,"137,718","111,892","128,699","217,547","117,733","124,019","142,512","137,945","130,429","153,846"
2441,"FENWICK,LIMITED",47190,"290,525","289,712","295,806","298,151","302,003","297,848","287,961","246,315","218,061","99,248"
2442,NATIONAL ASSOCIATION OF CITIZENS ADVICE BUREAUX(THE),94990,"62,771","77,553","77,217","88,242","108,610","99,110","93,813","109,756","139,122","162,631"
2443,RUNWOOD HOMES LIMITED,87300,"73,850","93,708","105,660","105,947","117,371","130,104","139,649","141,389","147,349","153,560"
2444,LIEBHERR CONTAINER CRANES LIMITED,711,"175,499","190,805","199,082","238,836","240,186","230,109","213,046","219,924","213,045","153,441"
2445,LAKELAND LIMITED,47910,"157,463","166,412","175,561","178,837","167,225","152,333","139,121","145,592","151,004","153,412"
2446,STRYKER NV OPERATIONS LIMITED,32500,"182,184","156,896","106,645","74,291","104,603","116,812","136,650","172,715","158,439","153,237"
2447,VIKING OFFICE UK LIMITED,47910,"252,242","239,735","234,863","218,795","202,184","187,170","167,104","158,420","155,339","153,194"
2448,ASPEN INSURANCE UK SERVICES LIMITED,78300,"118,217","120,056","125,860","142,568","176,132","187,176","209,230","176,623","138,000","153,155"
2449,GUIDE DOGS FOR THE BLIND ASSOCIATION(THE),96090,"69,100","74,900","101,100","103,700","107,000","108,700","117,700","122,200","125,900","153,000"
2450,NEC SOFTWARE SOLUTIONS UK LIMITED,62012,"150,843","160,683","170,478","176,316","170,556","151,510","144,619","126,058","144,973","152,988"
2451,EXPRESS NEWSPAPERS,58130,"222,464","204,876","196,963","173,701","157,121","165,330","164,676","174,292","156,375","152,800"
2452,CADBURY UK LIMITED,10821,"139,090","153,438","143,452","122,600","106,199","121,731","122,392","137,409","148,072","152,699"
2453,AUTODESK LIMITED,62012,"40,147","42,011","59,145","74,808","80,827","105,389","117,808","121,067","129,915","135,856"
2454,PINNACLE GROUP LIMITED,68320,"58,357","67,174","75,796","77,575","79,674","80,579","87,109","101,164","107,090","122,124"
2455,ATLANTIC & PENINSULA MARINE SERVICES LIMITED,33150,n.a.,"124,327","111,266","91,215","89,881","103,642","113,539","131,878","108,486","127,660"
2456,ANORD MARDIX (UK) LIMITED,27900,"34,505","48,261","39,289","42,947","43,616","39,585","74,113","60,860","93,752",n.a.
2457,UBS ASSET MANAGEMENT HOLDING LTD,70100,"115,350","120,615","103,092","136,547","122,674","135,684","138,811","140,371","154,514","152,385"
2458,AXA INVESTMENT MANAGERS LIMITED,66190,"40,580","137,523","150,788","153,436","155,169","165,100","160,985","138,783","143,172","152,231"
2459,TRANSUNION INTERNATIONAL UK LIMITED,63110,"61,456","74,517","86,687","95,963","114,537","125,553","111,479","132,498","130,793","152,207"
2460,SMITH BROTHERS (LEICESTER) LIMITED,25990,"48,264","54,801","65,745","72,589","79,774","95,707","113,343","126,471","114,665","152,207"
2461,MANHEIM LIMITED,96090,"88,795","98,395","106,774","114,644","129,477","133,791","127,814","119,943","93,376","152,144"
2462,RICARDO UK LIMITED,71122,"145,277","149,606","139,672","163,616","182,868","186,931","207,275","197,723","156,387","136,124"
2463,AMCOR EUROPE GROUP MANAGEMENT,70100,"146,081","168,083","161,457","156,496","197,075","195,270","175,204","146,726","156,639","151,640"
2464,SHEPHERD NEAME LIMITED,11050,"133,025","134,906","138,679","138,267","139,890","156,198","156,567","145,801","123,619","86,884"
2465,NEW ENGLAND SEAFOOD INTERNATIONAL LIMITED,10200,"61,872","67,020","73,496","90,094","114,683","151,467","154,864","161,058","176,765",n.a.
2466,CHRISTIE MANSON & WOODS LIMITED,82990,"187,421","176,519","220,726","150,465","138,517","149,207","152,476","145,691","128,739","151,400"
2467,GROUND CONTROL HOLDINGS LIMITED,81300,"42,370","46,255","47,093","49,126","52,432","99,128","118,210","120,308","122,856","126,341"
2468,T. H. WHITE HOLDINGS LIMITED,33200,"113,650","121,416","146,925","146,123","121,656","123,443","127,734","133,379","114,198","151,236"
2469,BLACKS OUTDOOR RETAIL LIMITED,47710,n.a.,"126,882","99,218","115,473","129,932","137,793","157,561","155,913","153,442","123,914"
2470,HADLEY INDUSTRIES HOLDINGS LIMITED,24330,"80,031","71,694","75,533","79,660","78,498","84,243","88,522","104,543","107,710","103,643"
2471,PAYDENS GROUP HOLDINGS LIMITED,47730,"129,052","125,626","127,336","129,846","137,831","146,111","157,849","153,567","158,294","151,940"
2472,NATRIUM HOLDINGS LIMITED,64202,"195,230","187,025","191,360","164,840","166,829","179,632","130,058","121,731","111,919","110,647"
2473,ARENA RACING CORPORATION LIMITED,82990,,"82,527","86,271","94,502","90,053","100,549","137,500","159,864","110,619","150,357"
2474,KNORR-BREMSE RAIL SYSTEMS (UK) LIMITED,33170,"64,551","72,322","92,578","94,897","118,290","175,307","177,258","163,910","152,329","150,356"
2475,NSK BEARINGS EUROPE LIMITED,28150,"154,070","142,368","151,725","153,638","165,181","186,659","176,757","187,234","177,517","131,943"
2476,BNP PARIBAS REAL ESTATE ADVISORY & PROPERTY MANAGEMENT UK LIMITED,68310,"50,683","61,033","62,885","63,159","59,629","82,535","151,284","152,994","126,919","149,780"
2477,HILTI (GT.BRITAIN) LIMITED,46690,"89,461","103,626","114,795","114,065","124,425","139,983","139,714","145,518","132,832","149,647"
2478,AXA PPP HEALTHCARE GROUP LIMITED,64205,"105,642","111,712","105,730","118,768","130,207","131,173","129,005","146,396","161,040","149,544"
2479,LORNE STEWART PLC,43210,"212,222","200,073","202,540","200,253","184,923","139,947","108,571","117,229","131,487","117,743"
2480,LEONARDO HOTEL MANAGEMENT (UK) LIMITED,55100,"101,077","107,640","118,742","125,972","138,916","159,449","169,884","260,694","80,529","149,290"
2481,LIFESTYLE SERVICES GROUP LIMITED,66220,"103,903","107,710","121,582","144,914","162,825","176,940","170,246","196,685","178,673","149,284"
2482,LANE CLARK & PEACOCK LLP,70229,"65,661","68,510","75,857","79,636","86,182","95,761","105,946","114,920","126,493","142,085"
2483,CASTINGS PUBLIC LIMITED COMPANY,24510,"126,271","122,215","137,466","131,268","132,448","118,822","133,276","150,236","138,667","114,702"
2484,SPIE LIMITED,82990,"182,542","165,625","219,660","283,963","262,976","241,758","229,039","191,155","192,532","148,439"
2485,PORT OF TILBURY LONDON LIMITED,52220,"86,220","88,448","94,552","99,325","122,200","121,780","128,616","127,201","124,585","148,416"
2486,DRIFFORD GROUP LIMITED,14190,n.a.,"157,671","255,613","204,018","193,458","206,114","194,170","170,390","182,648","136,484"
2487,AQA EDUCATION,85320,"155,327","152,814","144,511","150,847",n.a.,"169,091","172,104","187,030","190,961","135,845"
2488,E-ACT,85590,"161,934","280,531","159,649","105,727","99,808","112,048","112,098","140,861","122,405","134,774"
2489,COGNITA SCHOOLS LIMITED,85310,"112,387","117,735","123,519","131,504","136,600","132,912","138,929","146,744","138,368","147,763"
2490,OUTDOOR AND CYCLE CONCEPTS LTD,47640,"103,382","111,356","115,676","135,530","191,620","197,327","187,375","180,717","125,463","147,710"
2491,ASHURST BUSINESS SERVICES LIMITED,74909,"98,705","98,706","106,461","110,823","109,283","115,000","117,319","141,219","137,085","134,373"
2492,NORTON ROSE FULBRIGHT SERVICES,82990,"111,144","111,776","122,044","128,161","136,056","145,135","147,801","145,801","145,759","148,243"
2493,STENA LINE IRISH SEA FERRIES LIMITED,50100,"93,959","103,240","109,368","104,645","106,930","116,026","113,714","112,005","110,322","147,309"
2494,VITACRESS LIMITED,82110,"153,567","166,440","169,524","121,573","110,245","107,813","113,158","130,811","139,099","147,130"
2495,KETTLE PRODUCE LIMITED,10390,"96,097","101,438","96,213","100,889","113,565","128,325","138,365","137,668","148,688","149,999"
2496,PAUL SMITH LIMITED,46420,"178,799","176,683","181,284","171,418","157,512","159,178","165,013","177,207","148,971","123,849"
2497,VENN GROUP LIMITED,78200,"97,564","99,935","110,706","127,090","132,474","123,104","138,847",n.a.,"146,207","146,858"
2498,THE RESTAURANT GROUP (UK) LIMITED,56101,"416,107","446,787","483,722","511,074",n.a.,"491,171","497,686","498,555","112,827",n.a.
2499,NATIONWIDE PLATFORMS LIMITED,77390,"116,100","104,269","111,772","110,902","120,454","126,013","133,134","135,602","120,487","136,983"
2500,INHEALTH LIMITED,86210,"68,350","74,954","87,781","106,228","102,607","108,579","113,186","120,635","123,980","146,345"
2501,SSI SERVICES (UK) LIMITED,45200,"88,704","87,649","95,561","101,850","106,760","126,273","144,003","146,056","142,782","139,286"
2502,ALTRO GROUP PLC(THE),22230,"112,297","111,620","118,534","121,374","137,963","143,301","145,240","151,338","138,221","146,262"
2503,AGGREKO UK LIMITED,77390,"393,074","198,932","192,228","217,692","208,906","220,577","146,078","136,516","132,497","146,235"
2504,BSI ASSURANCE UK LIMITED,96090,"73,790","80,006","87,465","97,525","113,666","125,181","141,557","122,956","125,209","146,162"
2505,REYNOLDS PORTER CHAMBERLAIN LLP,69102,"67,354","81,685","84,285","94,436","99,493","99,179","109,410","106,055","108,575","132,474"
2506,BESPAK EUROPE LIMITED,72190,"88,168","92,377","90,908","95,313","105,210","108,552","117,979","117,836","127,624","145,778"
2507,PILKINGTON UNITED KINGDOM LIMITED,23110,"262,600","204,100","172,100","152,800","147,318","146,975","138,457","129,490","117,787","110,834"
2508,TRUCKEAST LIMITED,45200,"63,319","98,055","73,510","107,001","103,865","100,192","122,519","162,671","111,142","127,947"
2509,C.L.C. CONTRACTORS LIMITED,43390,"82,910","77,723","101,251","121,215","128,435","131,144","138,605","154,394","129,772","145,333"
2510,CLC GROUP LIMITED,43390,"82,996","77,723","101,397","121,215","128,482","131,174","138,605","154,394","129,772","145,333"
2511,FUJIFILM DIOSYNTH BIOTECHNOLOGIES UK LIMITED,21200,"42,300","48,100","46,300","46,800","55,500","76,200","81,400","125,900","114,200","118,700"
2512,PAYPOINT PLC,62090,"200,029","208,526","212,158","218,495","212,556","211,924","213,515","211,576","213,257","127,747"
2513,INTERNATIONAL FLAVOURS & FRAGRANCES I.F.F.(GREAT BRITAIN)LIMITED,20140,"108,896","113,917",n.a.,"108,127","104,373","108,230","114,299",n.a.,"118,549","144,783"
2514,GROUND CONTROL LIMITED,81300,"32,351","39,117","46,995","49,076","52,432","53,494","97,658","105,430","108,039","111,200"
2515,GLOBAL OUTDOOR MEDIA LIMITED,73110,"142,053","112,791","112,238","113,939","145,063","206,419","219,509",n.a.,"288,166","36,708"
2516,FISC-IRELAND LIMITED,82990,"39,080","48,955","51,599","79,583","112,520","111,023","117,667","116,626","137,761","144,406"
2517,GOODWIN PLC,28290,"107,911","126,964","130,828","127,049","123,539","131,587","124,811","127,046","144,512","131,231"
2518,BOSTIK LIMITED,20520,"122,219","123,603","125,321","118,152","115,623","119,246","125,601","129,704","121,244","143,918"
2519,TRANT HOLDING COMPANY LIMITED,70100,n.a.,"84,768","104,889","84,748","111,176","119,013","108,508","130,529","103,240","136,854"
2520,F.W. THORPE PUBLIC LIMITED COMPANY,27400,"55,559","55,332","62,947","73,544","88,946","105,448","109,614","110,643","113,342","117,875"
2521,ERNEST DOE & SONS LIMITED,46140,"105,862","115,645","122,137","113,763","105,526","113,074","135,238","124,770","116,826","143,714"
2522,TLT LLP,69102,"43,435","49,049","58,238","62,831","71,229","73,501","81,641","86,714","98,147","110,325"
2523,TURNING POINT,88990,"79,351","80,195","93,522","98,306","111,800","125,775","127,679","130,838","128,177","132,794"
2524,CANADA LIFE GROUP SERVICES LIMITED,7022,"71,703","83,769","80,922","64,263","87,690","88,602","106,543","117,371","125,910","143,581"
2525,MALVERN PANALYTICAL LIMITED,26511,"82,855","83,720","90,343","97,298","110,685","122,821","142,931","141,709","122,111","143,416"
2526,COMMUNITY INTEGRATED CARE,86900,"93,056","93,988","99,743","104,352","107,003","114,909","119,661","128,875","131,365","142,240"
2527,DEXTERS LONDON LIMITED,68310,"33,967","40,670","55,610","64,450","70,571","74,658","87,103","100,258","108,706","143,256"
2528,H.P.A.S. LIMITED,32990,"110,243","124,796","136,012","148,902","163,116","158,552","116,426","126,237",n.a.,"113,191"
2529,THE CO-OPERATIVE ACADEMIES TRUST,85310,393,"17,205","16,184","74,330","65,323","55,904","107,542","153,563","134,820","143,075"
2530,GENERAL ALL PURPOSE PLASTICS LIMITED,22290,"45,197","43,157","50,189","56,878","64,846","69,440","81,763","94,397","87,736","119,785"
2531,GENERAL ALL PURPOSE PLASTICS GROUP LIMITED,22290,"45,765","43,157","50,189","56,878","64,846","69,440","111,818","111,802","87,736","119,840"
2532,EUROPA ROAD LIMITED,49410,"72,718","73,225","79,790","83,371","98,952","122,211","108,665","119,919","119,601","143,057"
2533,ELTA GROUP LIMITED,27900,"81,805","94,123","80,586","83,678","91,582","109,816","121,669","127,835","129,949","129,784"
2534,THE ORDERS OF ST. JOHN CARE TRUST,87100,"95,531","95,085","99,573","108,281","110,610","116,157","122,907","130,404","137,267","142,611"
2535,COLUMBIA THREADNEEDLE (SERVICES) LIMITED,82990,"91,251","83,696","99,794","117,856","147,759","133,833","136,321","137,604","103,486","142,724"
2536,ACTION FOR CHILDREN,87900,"197,962","180,029","179,670","173,070","160,884","159,830","151,341","150,836","146,620","145,212"
2537,AUTO-SLEEPERS GROUP LIMITED,29100,"69,269","76,228","84,174","94,564","109,804","132,258","138,694","142,070","110,306","142,496"
2538,AUTO-SLEEPERS INVESTMENTS LIMITED,29100,"69,269","76,228","89,401","104,580","121,862","138,885","138,809","142,070","110,306","142,496"
2539,TRANT ENGINEERING LIMITED,42990,"67,324","79,419","99,532","78,386","105,406","111,694","101,026","127,798","102,995","136,070"
2540,BOOTS HEARINGCARE LIMITED,86900,"56,962","48,409","65,120","77,934","83,937","90,907","97,041","100,797","108,986","88,870"
2541,BRUNTWOOD GROUP LIMITED,68209,"104,630","106,306","106,181","108,178","118,445","131,522","137,653","160,066","134,375","122,563"
2542,WALKER'S SHORTBREAD LTD,10720,"123,697","137,139","140,803","139,360","138,743","143,116","146,976","148,808","132,410","142,395"
2543,PRODUCE INVESTMENTS LIMITED,1130,"153,889","205,995","191,832","178,443","185,102","200,130","188,174","256,351","164,769","151,024"
2544,NUFARM UK LIMITED,20200,"167,772","174,185","157,647","140,954","131,874","134,895","130,759","147,648","163,727","142,010"
2545,INSTITUTE OF CANCER RESEARCH: ROYAL CANCER HOSPITAL (THE),72190,"86,639","96,379","103,879","131,969","161,878","124,048","140,074","167,398","131,766","141,974"
2546,ATLAS COPCO LIMITED,82990,"151,500","154,098","182,699","181,285","184,797","181,094","156,325","130,992","134,869","141,956"
2547,STREVENS VEHICLES HOLDINGS LIMITED,45111,"148,228","157,341","155,611","172,031","202,979","161,378","152,000","199,376","156,710","141,916"
2548,CONTROL RISKS GROUP LIMITED,82990,"74,113","79,082","70,231","69,281","73,779","83,468","54,603","67,105","143,342","143,940"
2549,ELIOR UK PLC,56210,"192,437","190,842","201,053","212,991","227,525","234,364","248,205","222,964","152,499","110,130"
2550,ALLIANCE DISPOSABLES LIMITED,47190,"67,841","76,617","85,788","99,148","113,886","117,360","114,556","126,898","104,155","91,991"
2551,TRIVIUM PACKAGING UK LIMITED,25920,"126,251","131,083","129,215","129,481","118,417","120,702","117,023","107,483","114,510","141,703"
2552,HEXCEL COMPOSITES LIMITED,32990,"144,800","163,850","185,334","201,447","497,923","524,056","271,129","283,242","164,560","141,683"
2553,GRAY & ADAMS LIMITED,29202,"90,027","80,490","93,687","103,972","101,181","116,842","105,802","114,575","112,230","116,412"
2554,HYPERAMA PLC,46390,"116,515","115,080","123,330","133,018","131,787","136,846","141,094","142,181","138,184","144,668"
2555,HEATHROW TRUCK CENTRE LIMITED,45190,"108,532","77,616","100,481","103,354","116,732","116,927","108,757","164,040","144,100","141,371"
2556,ABBVIE LTD,46460,"182,950","386,240","438,601","447,218","549,480","580,142","553,979","155,383","130,277","141,320"
2557,THOMAS ARMSTRONG (HOLDINGS) LIMITED,41201,"116,167","109,935","124,949","134,807","127,295","122,984","130,879","135,212","125,546","141,282"
2558,FUCHS LUBRICANTS (UK) PLC,19209,"124,863","127,944","127,260","114,557","106,659","126,074","130,517","136,472","119,377","141,263"
2559,KAL TIRE (UK) LIMITED,9900,"98,877","97,545","87,713","68,443","78,468","133,913","156,049","155,741","131,121","141,229"
2560,SEETEC BUSINESS TECHNOLOGY CENTRE LIMITED,85320,"57,683","54,835","70,538","80,770","82,722","79,599","79,479","80,267","139,226","129,445"
2561,CITY HEALTH CARE PARTNERSHIP CIC,86900,"52,956","59,259","67,474","70,351","78,365","85,538","116,464","122,810","126,599","134,493"
2562,STORK TECHNICAL SERVICES UK LIMITED,9100,"330,824","361,572","310,064","233,263","201,527","181,307","174,409","197,232","125,110","140,676"
2563,LOTHIAN BUSES LIMITED,49390,"122,675","132,263","135,260","142,453","146,915","152,884","160,629","168,438","131,431","140,635"
2564,EDRINGTON DISTILLERS LIMITED,11010,"132,900","127,200","123,700","126,800","116,100","129,900","106,000","110,300","140,400","101,200"
2565,HOWARTH TIMBER & BUILDING SUPPLIES LIMITED,46130,"55,329","53,001","63,201","71,974","78,427","86,835","93,063","102,472","100,429","113,781"
2566,TOLUNA HOLDINGS LIMITED,63990,"66,029","66,466","74,216","89,302","109,882","119,543","134,543","135,205","138,631","142,821"
2567,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED,17220,"139,101","161,201","136,464","135,210","125,214","140,935","155,326","143,402","155,265","140,212"
2568,GATES (U.K.) LIMITED,22190,"102,591","108,310",n.a.,"104,063","113,950","127,382","136,728","126,073",n.a.,"112,901"
2569,TREATT PLC,46900,"74,009","74,097","79,189","85,934","88,040","109,627","112,163","112,717","109,016","124,326"
2570,SOUTH STAFFORDSHIRE WATER PLC,36000,"91,060","94,732","122,504","126,930","123,876","123,686","124,082","128,781","129,796","130,289"
2571,WEST MIDLANDS TRAVEL LIMITED,49319,"253,413","257,438","265,717","270,743","270,631","270,002","264,745","262,925","171,952","139,965"
2572,VUR VILLAGE TRADING NO 1 LIMITED,55100,"112,929","106,594","107,505","126,265","184,952","195,051","208,389","215,544","86,465","139,963"
2573,WILLIAM DAVIS LIMITED,41100,"73,834","57,401","67,502","71,810","66,422","106,543","91,484","119,932","116,775","140,476"
2574,PAYDENS LIMITED,47730,"114,361","112,287","113,246","117,291","126,416","132,471","138,216","109,217","145,727","139,619"
2575,SPICERHAART GROUP LIMITED,82990,"92,263","107,313","116,906","115,641","113,137","113,404","123,567","126,746","115,487","139,631"
2576,HUGHES ELECTRICAL LIMITED,47540,"100,781","102,927","106,871","111,768","113,482","113,995","129,370","128,202","122,742","134,433"
2577,H.J. HEINZ MANUFACTURING UK LIMITED,10890,"829,900","113,400","148,800",n.a.,"138,200","114,400","130,700","128,300","137,400","139,500"
2578,ASTON MANOR LIMITED,11050,"120,228","128,088","122,773","108,687","112,841","127,333","133,297","137,310","153,991","139,336"
2579,SAS SOFTWARE LIMITED,62020,"113,778","122,585","133,794","130,346","130,299","136,613","135,397","141,261","141,506","139,310"
2580,GEFCO U.K. LIMITED,49410,"116,796","118,610","146,873","169,396","177,487","162,374","165,875","161,916","127,091","139,284"
2581,TVS SUPPLY CHAIN SOLUTIONS LIMITED,45310,"66,326","82,119","92,987","105,263","102,366","114,137","115,906","110,822","111,859","115,709"
2582,BROADTHORPE LIMITED,41100,"73,358","57,052","67,176","71,810","65,987","106,007","90,847","119,320","115,752","140,037"
